-3.798763892359113825e-02,-3.718806870885660310e-02,-3.691289882410853096e-02,-3.529005118901862303e-02,-3.333377791463476569e-02,-1.774140888588515708e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.233579225086087583e-02,2.082120631798640986e-02,5.594179027143611482e-03,3.573871823481233889e-09,8.934492728984722021e-10,3.573537299406126522e-11,8.867975798132476939e-12,-1.380839886877538447e-14,-1.124031423493931925e-12,3.316860675006694237e-12,3.316860675006694237e-12,-6.329652080250269819e-11
-1.586906958653419575e-02,-9.719271167201587458e-03,-2.571358746337598644e-03,3.506390316987406663e-09,8.766050385577983661e-10,3.514480373389972101e-11,8.721495747820995348e-12,-1.602884491802569755e-13,9.499345754448995649e-13,9.499345754448995649e-13,1.205216482169646497e-11,-9.897013764081918907e-11
3.560648332869305321e-02,8.535010275895205112e-07,2.133827558675749358e-07,8.535410114807184812e-09,2.133864154818532199e-09,8.532503870117835731e-11,2.159823708769437189e-11,2.819550148913663179e-13,-8.282680097337902225e-13,3.612637966554643754e-12,-1.859182252594848705e-11,2.581708458126996675e-11
-1.366355491802218047e-02,-2.451242810637133118e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.598090296141864819e-02,-1.710815043237334798e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.992491234130046696e-02,8.713328848621526568e-03,1.508008992123777148e-07,6.032195520866423522e-09,1.508058899979403122e-09,6.037248478918399996e-11,1.518640768694012877e-11,-3.567146578120627964e-13,7.535083668130937440e-13,7.414860392351840801e-12,-3.687369853899724603e-12,6.292599774582186001e-11
-1.582029008521081831e-02,-9.609330377044943139e-03,-2.393947110450510285e-03,4.211624472783004336e-09,1.052928945421971463e-09,4.218190380322894839e-11,1.065156990387450264e-11,1.103651892098156395e-12,-6.571132527000145274e-15,-4.447463231027626307e-12,-4.447463231027626307e-12,-2.665192372353075712e-11
-2.870846765897257236e-02,-1.850276058618094410e-07,-4.625835754723528481e-08,-1.850349165555265074e-09,-4.626036914645581533e-10,-1.853668607498804022e-11,-4.547875964711067809e-12,1.150607387145896610e-13,-9.951622859105668795e-13,-5.436054384411193041e-12,-5.436054384411193041e-12,-7.204943586192058547e-11
2.755674748009810660e-02,1.062929083754331205e-02,-1.597974369077492796e-07,-6.391999665678049780e-09,-1.598001134195392581e-09,-6.393936768933627945e-11,-1.597773302552951691e-11,-6.566552857023566503e-13,4.535677389227998901e-13,2.674013788173112971e-12,-8.428216458078452433e-12,-8.428216458078452433e-12
